	ID	Window	GC_Content	Number of Reads
47432	NZ_CP009618.1	(1322900, 1322999)	41.0	89
47433	NZ_CP009618.1	(1323000, 1323099)	44.0	72
47434	NZ_CP009618.1	(1323100, 1323199)	49.0	58
47435	NZ_CP009618.1	(1323200, 1323299)	45.0	76
47436	NZ_CP009618.1	(1323300, 1323399)	50.0	67
47437	NZ_CP009618.1	(1323400, 1323499)	51.0	59
47438	NZ_CP009618.1	(1323500, 1323599)	47.0	66
47439	NZ_CP009618.1	(1323600, 1323699)	48.0	79
47440	NZ_CP009618.1	(1323700, 1323799)	46.0	79
47441	NZ_CP009618.1	(1323800, 1323899)	45.0	56
47442	NZ_CP009618.1	(1323900, 1323999)	49.0	67
47443	NZ_CP009618.1	(1324000, 1324099)	44.0	74
47444	NZ_CP009618.1	(1324100, 1324199)	49.0	67
47445	NZ_CP009618.1	(1324200, 1324299)	45.0	75
47446	NZ_CP009618.1	(1324300, 1324399)	34.0	79
47447	NZ_CP009618.1	(1324400, 1324499)	45.0	58
47448	NZ_CP009618.1	(1324500, 1324599)	50.0	60
47449	NZ_CP009618.1	(1324600, 1324699)	42.0	87
47450	NZ_CP009618.1	(1324700, 1324799)	49.0	76
47451	NZ_CP009618.1	(1324800, 1324899)	33.0	76
47452	NZ_CP009618.1	(1324900, 1324999)	31.0	71
47453	NZ_CP009618.1	(1325000, 1325099)	45.0	83
47454	NZ_CP009618.1	(1325100, 1325199)	47.0	63
47455	NZ_CP009618.1	(1325200, 1325299)	41.0	78
47456	NZ_CP009618.1	(1325300, 1325399)	45.0	71
47457	NZ_CP009618.1	(1325400, 1325499)	45.0	84
47458	NZ_CP009618.1	(1325500, 1325599)	51.0	81
47459	NZ_CP009618.1	(1325600, 1325699)	47.0	72
47460	NZ_CP009618.1	(1325700, 1325799)	41.0	67
47461	NZ_CP009618.1	(1325800, 1325899)	43.0	88
47462	NZ_CP009618.1	(1325900, 1325999)	45.0	86
47463	NZ_CP009618.1	(1326000, 1326099)	41.0	67
47464	NZ_CP009618.1	(1326100, 1326199)	46.0	84
47465	NZ_CP009618.1	(1326200, 1326299)	37.0	88
47466	NZ_CP009618.1	(1326300, 1326399)	51.0	85
47467	NZ_CP009618.1	(1326400, 1326499)	41.0	95
47468	NZ_CP009618.1	(1326500, 1326599)	44.0	86
47469	NZ_CP009618.1	(1326600, 1326699)	41.0	79
47470	NZ_CP009618.1	(1326700, 1326799)	43.0	83
47471	NZ_CP009618.1	(1326800, 1326899)	43.0	80
47472	NZ_CP009618.1	(1326900, 1326999)	36.0	92
47473	NZ_CP009618.1	(1327000, 1327099)	38.0	72
47474	NZ_CP009618.1	(1327100, 1327199)	41.0	107
47475	NZ_CP009618.1	(1327200, 1327299)	43.0	78
47476	NZ_CP009618.1	(1327300, 1327399)	41.0	88
47477	NZ_CP009618.1	(1327400, 1327499)	40.0	89
47478	NZ_CP009618.1	(1327500, 1327599)	43.0	121
47479	NZ_CP009618.1	(1327600, 1327699)	34.0	98
47480	NZ_CP009618.1	(1327700, 1327799)	26.0	120
47481	NZ_CP009618.1	(1327800, 1327899)	36.0	94
47482	NZ_CP009618.1	(1327900, 1327999)	34.0	88
47483	NZ_CP009618.1	(1328000, 1328099)	44.0	89
47484	NZ_CP009618.1	(1328100, 1328199)	55.0	80
47485	NZ_CP009618.1	(1328200, 1328299)	42.0	60
47486	NZ_CP009618.1	(1328300, 1328399)	45.0	84
47487	NZ_CP009618.1	(1328400, 1328499)	48.0	84
47488	NZ_CP009618.1	(1328500, 1328599)	47.0	61
47489	NZ_CP009618.1	(1328600, 1328699)	44.0	75
47490	NZ_CP009618.1	(1328700, 1328799)	48.0	71
47491	NZ_CP009618.1	(1328800, 1328899)	47.0	65
47492	NZ_CP009618.1	(1328900, 1328999)	47.0	64
47493	NZ_CP009618.1	(1329000, 1329099)	46.0	82
47494	NZ_CP009618.1	(1329100, 1329199)	52.0	64
47495	NZ_CP009618.1	(1329200, 1329299)	46.0	67
47496	NZ_CP009618.1	(1329300, 1329399)	46.0	75
47497	NZ_CP009618.1	(1329400, 1329499)	44.0	65
47498	NZ_CP009618.1	(1329500, 1329599)	46.0	66
47499	NZ_CP009618.1	(1329600, 1329699)	45.0	64
47500	NZ_CP009618.1	(1329700, 1329799)	43.0	84
47501	NZ_CP009618.1	(1329800, 1329899)	44.0	68
47502	NZ_CP009618.1	(1329900, 1329999)	48.0	79
47503	NZ_CP009618.1	(1330000, 1330099)	45.0	73
47504	NZ_CP009618.1	(1330100, 1330199)	45.0	76
47505	NZ_CP009618.1	(1330200, 1330299)	41.0	64
47506	NZ_CP009618.1	(1330300, 1330399)	47.0	67
47507	NZ_CP009618.1	(1330400, 1330499)	44.0	84
47508	NZ_CP009618.1	(1330500, 1330599)	42.0	90
47509	NZ_CP009618.1	(1330600, 1330699)	36.0	86
47510	NZ_CP009618.1	(1330700, 1330799)	49.0	69
47511	NZ_CP009618.1	(1330800, 1330899)	51.0	92
47512	NZ_CP009618.1	(1330900, 1330999)	45.0	75
47513	NZ_CP009618.1	(1331000, 1331099)	43.0	81
47514	NZ_CP009618.1	(1331100, 1331199)	49.0	56
47515	NZ_CP009618.1	(1331200, 1331299)	51.0	83
47516	NZ_CP009618.1	(1331300, 1331399)	47.0	87
47517	NZ_CP009618.1	(1331400, 1331499)	44.0	65
47518	NZ_CP009618.1	(1331500, 1331599)	47.0	67
47519	NZ_CP009618.1	(1331600, 1331699)	52.0	63
47520	NZ_CP009618.1	(1331700, 1331799)	40.0	73
47521	NZ_CP009618.1	(1331800, 1331899)	44.0	65
47522	NZ_CP009618.1	(1331900, 1331999)	43.0	92
47523	NZ_CP009618.1	(1332000, 1332099)	42.0	67
47524	NZ_CP009618.1	(1332100, 1332199)	50.0	76
47525	NZ_CP009618.1	(1332200, 1332299)	44.0	91
47526	NZ_CP009618.1	(1332300, 1332399)	42.0	92
47527	NZ_CP009618.1	(1332400, 1332499)	41.0	106
47528	NZ_CP009618.1	(1332500, 1332599)	38.0	79
47529	NZ_CP009618.1	(1332600, 1332699)	46.0	92
47530	NZ_CP009618.1	(1332700, 1332799)	44.0	98
47531	NZ_CP009618.1	(1332800, 1332899)	50.0	79
47532	NZ_CP009618.1	(1332900, 1332999)	51.0	90
47533	NZ_CP009618.1	(1333000, 1333099)	42.0	85
47534	NZ_CP009618.1	(1333100, 1333199)	46.0	78
47535	NZ_CP009618.1	(1333200, 1333299)	45.0	92
47536	NZ_CP009618.1	(1333300, 1333399)	55.0	74
47537	NZ_CP009618.1	(1333400, 1333499)	46.0	75
47538	NZ_CP009618.1	(1333500, 1333599)	52.0	80
47539	NZ_CP009618.1	(1333600, 1333699)	49.0	82
47540	NZ_CP009618.1	(1333700, 1333799)	41.0	64
47541	NZ_CP009618.1	(1333800, 1333899)	41.0	83
47542	NZ_CP009618.1	(1333900, 1333999)	47.0	64
47543	NZ_CP009618.1	(1334000, 1334099)	42.0	85
47544	NZ_CP009618.1	(1334100, 1334199)	49.0	88
47545	NZ_CP009618.1	(1334200, 1334299)	40.0	80
47546	NZ_CP009618.1	(1334300, 1334399)	42.0	79
47547	NZ_CP009618.1	(1334400, 1334499)	40.0	85
47548	NZ_CP009618.1	(1334500, 1334599)	47.0	82
47549	NZ_CP009618.1	(1334600, 1334699)	46.0	72
47550	NZ_CP009618.1	(1334700, 1334799)	49.0	80
47551	NZ_CP009618.1	(1334800, 1334899)	39.0	92
47552	NZ_CP009618.1	(1334900, 1334999)	48.0	83
47553	NZ_CP009618.1	(1335000, 1335099)	45.0	82
47554	NZ_CP009618.1	(1335100, 1335199)	41.0	69
47555	NZ_CP009618.1	(1335200, 1335299)	45.0	74
47556	NZ_CP009618.1	(1335300, 1335399)	53.0	68
47557	NZ_CP009618.1	(1335400, 1335499)	44.0	70
47558	NZ_CP009618.1	(1335500, 1335599)	48.0	66
47559	NZ_CP009618.1	(1335600, 1335699)	42.0	78
47560	NZ_CP009618.1	(1335700, 1335799)	45.0	61
47561	NZ_CP009618.1	(1335800, 1335899)	48.0	70
47562	NZ_CP009618.1	(1335900, 1335999)	45.0	63
47563	NZ_CP009618.1	(1336000, 1336099)	52.0	63
47564	NZ_CP009618.1	(1336100, 1336199)	49.0	61
47565	NZ_CP009618.1	(1336200, 1336299)	51.0	68
47566	NZ_CP009618.1	(1336300, 1336399)	46.0	99
47567	NZ_CP009618.1	(1336400, 1336499)	51.0	70
47568	NZ_CP009618.1	(1336500, 1336599)	43.0	82
47569	NZ_CP009618.1	(1336600, 1336699)	43.0	80
47570	NZ_CP009618.1	(1336700, 1336799)	52.0	85
47571	NZ_CP009618.1	(1336800, 1336899)	36.0	77
47572	NZ_CP009618.1	(1336900, 1336999)	29.0	96
47573	NZ_CP009618.1	(1337000, 1337099)	45.0	55
47574	NZ_CP009618.1	(1337100, 1337199)	56.0	51
47575	NZ_CP009618.1	(1337200, 1337299)	51.0	68
47576	NZ_CP009618.1	(1337300, 1337399)	36.0	66
47577	NZ_CP009618.1	(1337400, 1337499)	46.0	61
47578	NZ_CP009618.1	(1337500, 1337599)	46.0	80
47579	NZ_CP009618.1	(1337600, 1337699)	44.0	62
47580	NZ_CP009618.1	(1337700, 1337799)	41.0	72
47581	NZ_CP009618.1	(1337800, 1337899)	45.0	63
47582	NZ_CP009618.1	(1337900, 1337999)	50.0	65
47583	NZ_CP009618.1	(1338000, 1338099)	50.0	65
47584	NZ_CP009618.1	(1338100, 1338199)	47.0	82
47585	NZ_CP009618.1	(1338200, 1338299)	60.0	60
47586	NZ_CP009618.1	(1338300, 1338399)	49.0	84
47587	NZ_CP009618.1	(1338400, 1338499)	45.0	73
47588	NZ_CP009618.1	(1338500, 1338599)	48.0	74
47589	NZ_CP009618.1	(1338600, 1338699)	45.0	79
47590	NZ_CP009618.1	(1338700, 1338799)	44.0	84
47591	NZ_CP009618.1	(1338800, 1338899)	34.0	70
47592	NZ_CP009618.1	(1338900, 1338999)	52.0	64
47593	NZ_CP009618.1	(1339000, 1339099)	48.0	63
47594	NZ_CP009618.1	(1339100, 1339199)	50.0	68
47595	NZ_CP009618.1	(1339200, 1339299)	55.0	60
47596	NZ_CP009618.1	(1339300, 1339399)	41.0	67
47597	NZ_CP009618.1	(1339400, 1339499)	54.0	62
47598	NZ_CP009618.1	(1339500, 1339599)	50.0	63
47599	NZ_CP009618.1	(1339600, 1339699)	52.0	64
47600	NZ_CP009618.1	(1339700, 1339799)	44.0	66
47601	NZ_CP009618.1	(1339800, 1339899)	48.0	48
47602	NZ_CP009618.1	(1339900, 1339999)	51.0	72
47603	NZ_CP009618.1	(1340000, 1340099)	52.0	57
47604	NZ_CP009618.1	(1340100, 1340199)	45.0	49
47605	NZ_CP009618.1	(1340200, 1340299)	51.0	71
47606	NZ_CP009618.1	(1340300, 1340399)	50.0	57
47607	NZ_CP009618.1	(1340400, 1340499)	47.0	58
47608	NZ_CP009618.1	(1340500, 1340599)	52.0	64
47609	NZ_CP009618.1	(1340600, 1340699)	52.0	69
47610	NZ_CP009618.1	(1340700, 1340799)	43.0	66
47611	NZ_CP009618.1	(1340800, 1340899)	46.0	68
47612	NZ_CP009618.1	(1340900, 1340999)	47.0	61
47613	NZ_CP009618.1	(1341000, 1341099)	53.0	47
47614	NZ_CP009618.1	(1341100, 1341199)	49.0	62
47615	NZ_CP009618.1	(1341200, 1341299)	48.0	70
47616	NZ_CP009618.1	(1341300, 1341399)	49.0	73
47617	NZ_CP009618.1	(1341400, 1341499)	52.0	68
47618	NZ_CP009618.1	(1341500, 1341599)	41.0	66
47619	NZ_CP009618.1	(1341600, 1341699)	49.0	80
47620	NZ_CP009618.1	(1341700, 1341799)	40.0	83
47621	NZ_CP009618.1	(1341800, 1341899)	50.0	75
47622	NZ_CP009618.1	(1341900, 1341999)	48.0	65
47623	NZ_CP009618.1	(1342000, 1342099)	52.0	77
47624	NZ_CP009618.1	(1342100, 1342199)	42.0	83
47625	NZ_CP009618.1	(1342200, 1342299)	41.0	61
47626	NZ_CP009618.1	(1342300, 1342399)	48.0	62
47627	NZ_CP009618.1	(1342400, 1342499)	49.0	58
47628	NZ_CP009618.1	(1342500, 1342599)	43.0	69
47629	NZ_CP009618.1	(1342600, 1342699)	54.0	60
47630	NZ_CP009618.1	(1342700, 1342799)	41.0	81
47631	NZ_CP009618.1	(1342800, 1342899)	35.0	84
47632	NZ_CP009618.1	(1342900, 1342999)	37.0	61
47633	NZ_CP009618.1	(1343000, 1343099)	45.0	47
47634	NZ_CP009618.1	(1343100, 1343199)	52.0	66
47635	NZ_CP009618.1	(1343200, 1343299)	54.0	49
47636	NZ_CP009618.1	(1343300, 1343399)	49.0	72
47637	NZ_CP009618.1	(1343400, 1343499)	48.0	65
47638	NZ_CP009618.1	(1343500, 1343599)	42.0	67
47639	NZ_CP009618.1	(1343600, 1343699)	42.0	78
47640	NZ_CP009618.1	(1343700, 1343799)	46.0	70
47641	NZ_CP009618.1	(1343800, 1343899)	42.0	80
47642	NZ_CP009618.1	(1343900, 1343999)	35.0	53
47643	NZ_CP009618.1	(1344000, 1344099)	42.0	73
47644	NZ_CP009618.1	(1344100, 1344199)	45.0	79
47645	NZ_CP009618.1	(1344200, 1344299)	45.0	65
47646	NZ_CP009618.1	(1344300, 1344399)	39.0	61
47647	NZ_CP009618.1	(1344400, 1344499)	53.0	69
47648	NZ_CP009618.1	(1344500, 1344599)	45.0	67
47649	NZ_CP009618.1	(1344600, 1344699)	43.0	73
47650	NZ_CP009618.1	(1344700, 1344799)	45.0	52
47651	NZ_CP009618.1	(1344800, 1344899)	54.0	48
47652	NZ_CP009618.1	(1344900, 1344999)	45.0	54
47653	NZ_CP009618.1	(1345000, 1345099)	49.0	61
47654	NZ_CP009618.1	(1345100, 1345199)	50.0	59
47655	NZ_CP009618.1	(1345200, 1345299)	47.0	65
47656	NZ_CP009618.1	(1345300, 1345399)	41.0	72
47657	NZ_CP009618.1	(1345400, 1345499)	46.0	74
47658	NZ_CP009618.1	(1345500, 1345599)	34.0	80
47659	NZ_CP009618.1	(1345600, 1345699)	30.0	101
47660	NZ_CP009618.1	(1345700, 1345799)	31.0	61
47661	NZ_CP009618.1	(1345800, 1345899)	47.0	77
47662	NZ_CP009618.1	(1345900, 1345999)	54.0	67
47663	NZ_CP009618.1	(1346000, 1346099)	44.0	84
47664	NZ_CP009618.1	(1346100, 1346199)	52.0	79
47665	NZ_CP009618.1	(1346200, 1346299)	44.0	79
47666	NZ_CP009618.1	(1346300, 1346399)	46.0	80
47667	NZ_CP009618.1	(1346400, 1346499)	49.0	95
47668	NZ_CP009618.1	(1346500, 1346599)	40.0	86
47669	NZ_CP009618.1	(1346600, 1346699)	43.0	70
47670	NZ_CP009618.1	(1346700, 1346799)	44.0	59
47671	NZ_CP009618.1	(1346800, 1346899)	51.0	72
47672	NZ_CP009618.1	(1346900, 1346999)	44.0	63
47673	NZ_CP009618.1	(1347000, 1347099)	51.0	71
47674	NZ_CP009618.1	(1347100, 1347199)	46.0	61
47675	NZ_CP009618.1	(1347200, 1347299)	50.0	83
47676	NZ_CP009618.1	(1347300, 1347399)	38.0	79
47677	NZ_CP009618.1	(1347400, 1347499)	40.0	64
47678	NZ_CP009618.1	(1347500, 1347599)	47.0	63
47679	NZ_CP009618.1	(1347600, 1347699)	43.0	74
47680	NZ_CP009618.1	(1347700, 1347799)	41.0	83
47681	NZ_CP009618.1	(1347800, 1347899)	37.0	80
47682	NZ_CP009618.1	(1347900, 1347999)	45.0	86
47683	NZ_CP009618.1	(1348000, 1348099)	43.0	79
47684	NZ_CP009618.1	(1348100, 1348199)	50.0	80
47685	NZ_CP009618.1	(1348200, 1348299)	48.0	81
47686	NZ_CP009618.1	(1348300, 1348399)	47.0	73
47687	NZ_CP009618.1	(1348400, 1348499)	45.0	60
47688	NZ_CP009618.1	(1348500, 1348599)	51.0	76
47689	NZ_CP009618.1	(1348600, 1348699)	46.0	71
47690	NZ_CP009618.1	(1348700, 1348799)	46.0	80
47691	NZ_CP009618.1	(1348800, 1348899)	47.0	59
47692	NZ_CP009618.1	(1348900, 1348999)	46.0	70
47693	NZ_CP009618.1	(1349000, 1349099)	44.0	63
47694	NZ_CP009618.1	(1349100, 1349199)	58.0	70
47695	NZ_CP009618.1	(1349200, 1349299)	46.0	54
47696	NZ_CP009618.1	(1349300, 1349399)	45.0	70
47697	NZ_CP009618.1	(1349400, 1349499)	51.0	61
47698	NZ_CP009618.1	(1349500, 1349599)	37.0	74
47699	NZ_CP009618.1	(1349600, 1349699)	52.0	84
47700	NZ_CP009618.1	(1349700, 1349799)	43.0	79
47701	NZ_CP009618.1	(1349800, 1349899)	47.0	56
47702	NZ_CP009618.1	(1349900, 1349999)	41.0	75
47703	NZ_CP009618.1	(1350000, 1350099)	42.0	55
47704	NZ_CP009618.1	(1350100, 1350199)	48.0	50
47705	NZ_CP009618.1	(1350200, 1350299)	50.0	25
47706	NZ_CP009618.1	(1350300, 1350399)	49.0	39
47707	NZ_CP009618.1	(1350400, 1350499)	44.0	83
47708	NZ_CP009618.1	(1350500, 1350599)	46.0	59
47709	NZ_CP009618.1	(1350600, 1350699)	44.0	90
47710	NZ_CP009618.1	(1350700, 1350799)	48.0	75
47711	NZ_CP009618.1	(1350800, 1350899)	39.0	64
47712	NZ_CP009618.1	(1350900, 1350999)	43.0	84
47713	NZ_CP009618.1	(1351000, 1351099)	51.0	74
47714	NZ_CP009618.1	(1351100, 1351199)	46.0	24
47715	NZ_CP009618.1	(1351200, 1351299)	46.0	61
47716	NZ_CP009618.1	(1351300, 1351399)	30.0	92
47717	NZ_CP009618.1	(1351400, 1351499)	37.0	93
47718	NZ_CP009618.1	(1351500, 1351599)	41.0	95
47719	NZ_CP009618.1	(1351600, 1351699)	43.0	59
47720	NZ_CP009618.1	(1351700, 1351799)	52.0	60
47721	NZ_CP009618.1	(1351800, 1351899)	46.0	82
47722	NZ_CP009618.1	(1351900, 1351999)	44.0	73
47723	NZ_CP009618.1	(1352000, 1352099)	45.0	70
47724	NZ_CP009618.1	(1352100, 1352199)	48.0	76
47725	NZ_CP009618.1	(1352200, 1352299)	45.0	53
47726	NZ_CP009618.1	(1352300, 1352399)	44.0	59
47727	NZ_CP009618.1	(1352400, 1352499)	49.0	84
47728	NZ_CP009618.1	(1352500, 1352599)	46.0	77
47729	NZ_CP009618.1	(1352600, 1352699)	52.0	78
47730	NZ_CP009618.1	(1352700, 1352799)	43.0	78
47731	NZ_CP009618.1	(1352800, 1352899)	48.0	78
47732	NZ_CP009618.1	(1352900, 1352999)	52.0	74
47733	NZ_CP009618.1	(1353000, 1353099)	50.0	69
47734	NZ_CP009618.1	(1353100, 1353199)	46.0	51
47735	NZ_CP009618.1	(1353200, 1353299)	51.0	46
47736	NZ_CP009618.1	(1353300, 1353399)	63.0	30
47737	NZ_CP009618.1	(1353400, 1353499)	63.0	77
47738	NZ_CP009618.1	(1353500, 1353599)	53.0	68
47739	NZ_CP009618.1	(1353600, 1353699)	45.0	54
47740	NZ_CP009618.1	(1353700, 1353799)	48.0	43
47741	NZ_CP009618.1	(1353800, 1353899)	47.0	47
47742	NZ_CP009618.1	(1353900, 1353999)	45.0	39
47743	NZ_CP009618.1	(1354000, 1354099)	41.0	44
47744	NZ_CP009618.1	(1354100, 1354199)	43.0	57
47745	NZ_CP009618.1	(1354200, 1354299)	39.0	65
47746	NZ_CP009618.1	(1354300, 1354399)	44.0	78
47747	NZ_CP009618.1	(1354400, 1354499)	46.0	89
47748	NZ_CP009618.1	(1354500, 1354599)	41.0	85
47749	NZ_CP009618.1	(1354600, 1354699)	34.0	98
47750	NZ_CP009618.1	(1354700, 1354799)	42.0	90
47751	NZ_CP009618.1	(1354800, 1354899)	43.0	77
47752	NZ_CP009618.1	(1354900, 1354999)	40.0	86
47753	NZ_CP009618.1	(1355000, 1355099)	39.0	91
47754	NZ_CP009618.1	(1355100, 1355199)	35.0	78
47755	NZ_CP009618.1	(1355200, 1355299)	45.0	71
47756	NZ_CP009618.1	(1355300, 1355399)	45.0	83
47757	NZ_CP009618.1	(1355400, 1355499)	46.0	67
47758	NZ_CP009618.1	(1355500, 1355599)	45.0	77
47759	NZ_CP009618.1	(1355600, 1355699)	44.0	71
47760	NZ_CP009618.1	(1355700, 1355799)	39.0	62
47761	NZ_CP009618.1	(1355800, 1355899)	46.0	76
47762	NZ_CP009618.1	(1355900, 1355999)	47.0	53
47763	NZ_CP009618.1	(1356000, 1356099)	50.0	86
47764	NZ_CP009618.1	(1356100, 1356199)	44.0	59
47765	NZ_CP009618.1	(1356200, 1356299)	43.0	67
47766	NZ_CP009618.1	(1356300, 1356399)	39.0	78
47767	NZ_CP009618.1	(1356400, 1356499)	53.0	69
47768	NZ_CP009618.1	(1356500, 1356599)	43.0	64
47769	NZ_CP009618.1	(1356600, 1356699)	34.0	74
47770	NZ_CP009618.1	(1356700, 1356799)	45.0	64
47771	NZ_CP009618.1	(1356800, 1356899)	49.0	72
47772	NZ_CP009618.1	(1356900, 1356999)	43.0	80
47773	NZ_CP009618.1	(1357000, 1357099)	49.0	66
47774	NZ_CP009618.1	(1357100, 1357199)	42.0	74
47775	NZ_CP009618.1	(1357200, 1357299)	38.0	74
47776	NZ_CP009618.1	(1357300, 1357399)	40.0	76
47777	NZ_CP009618.1	(1357400, 1357499)	42.0	89
47778	NZ_CP009618.1	(1357500, 1357599)	51.0	72
47779	NZ_CP009618.1	(1357600, 1357699)	45.0	85
47780	NZ_CP009618.1	(1357700, 1357799)	36.0	82
47781	NZ_CP009618.1	(1357800, 1357899)	55.0	51
47782	NZ_CP009618.1	(1357900, 1357999)	48.0	64
47783	NZ_CP009618.1	(1358000, 1358099)	41.0	71
47784	NZ_CP009618.1	(1358100, 1358199)	50.0	75
47785	NZ_CP009618.1	(1358200, 1358299)	27.0	76
47786	NZ_CP009618.1	(1358300, 1358399)	45.0	84
47787	NZ_CP009618.1	(1358400, 1358499)	51.0	79
47788	NZ_CP009618.1	(1358500, 1358599)	39.0	61
47789	NZ_CP009618.1	(1358600, 1358699)	43.0	65
47790	NZ_CP009618.1	(1358700, 1358799)	42.0	84
47791	NZ_CP009618.1	(1358800, 1358899)	43.0	65
47792	NZ_CP009618.1	(1358900, 1358999)	51.0	68
47793	NZ_CP009618.1	(1359000, 1359099)	46.0	94
47794	NZ_CP009618.1	(1359100, 1359199)	43.0	83
47795	NZ_CP009618.1	(1359200, 1359299)	43.0	97
47796	NZ_CP009618.1	(1359300, 1359399)	41.0	97
47797	NZ_CP009618.1	(1359400, 1359499)	50.0	78
47798	NZ_CP009618.1	(1359500, 1359599)	52.0	106
47799	NZ_CP009618.1	(1359600, 1359699)	44.0	77
47800	NZ_CP009618.1	(1359700, 1359799)	49.0	91
47801	NZ_CP009618.1	(1359800, 1359899)	45.0	85
47802	NZ_CP009618.1	(1359900, 1359999)	47.0	79
47803	NZ_CP009618.1	(1360000, 1360099)	40.0	85
47804	NZ_CP009618.1	(1360100, 1360199)	53.0	87
47805	NZ_CP009618.1	(1360200, 1360299)	47.0	83
47806	NZ_CP009618.1	(1360300, 1360399)	47.0	72
47807	NZ_CP009618.1	(1360400, 1360499)	40.0	80
47808	NZ_CP009618.1	(1360500, 1360599)	53.0	91
47809	NZ_CP009618.1	(1360600, 1360699)	48.0	68
47810	NZ_CP009618.1	(1360700, 1360799)	50.0	76
47811	NZ_CP009618.1	(1360800, 1360899)	48.0	84
47812	NZ_CP009618.1	(1360900, 1360999)	54.0	58
47813	NZ_CP009618.1	(1361000, 1361099)	49.0	66
47814	NZ_CP009618.1	(1361100, 1361199)	45.0	64
47815	NZ_CP009618.1	(1361200, 1361299)	49.0	70
47816	NZ_CP009618.1	(1361300, 1361399)	42.0	60
47817	NZ_CP009618.1	(1361400, 1361499)	43.0	63
47818	NZ_CP009618.1	(1361500, 1361599)	57.0	55
47819	NZ_CP009618.1	(1361600, 1361699)	47.0	59
47820	NZ_CP009618.1	(1361700, 1361799)	51.0	57
47821	NZ_CP009618.1	(1361800, 1361899)	53.0	61
47822	NZ_CP009618.1	(1361900, 1361999)	50.0	66
47823	NZ_CP009618.1	(1362000, 1362099)	53.0	54
47824	NZ_CP009618.1	(1362100, 1362199)	44.0	67
47825	NZ_CP009618.1	(1362200, 1362299)	42.0	67
47826	NZ_CP009618.1	(1362300, 1362399)	46.0	71
47827	NZ_CP009618.1	(1362400, 1362499)	51.0	55
47828	NZ_CP009618.1	(1362500, 1362599)	46.0	75
47829	NZ_CP009618.1	(1362600, 1362699)	47.0	69
47830	NZ_CP009618.1	(1362700, 1362799)	44.0	88
47831	NZ_CP009618.1	(1362800, 1362899)	50.0	63
47832	NZ_CP009618.1	(1362900, 1362999)	44.0	66
47833	NZ_CP009618.1	(1363000, 1363099)	49.0	64
47834	NZ_CP009618.1	(1363100, 1363199)	49.0	77
47835	NZ_CP009618.1	(1363200, 1363299)	43.0	72
47836	NZ_CP009618.1	(1363300, 1363399)	46.0	87
47837	NZ_CP009618.1	(1363400, 1363499)	46.0	76
47838	NZ_CP009618.1	(1363500, 1363599)	48.0	83
47839	NZ_CP009618.1	(1363600, 1363699)	50.0	60
47840	NZ_CP009618.1	(1363700, 1363799)	46.0	58
47841	NZ_CP009618.1	(1363800, 1363899)	45.0	76
47842	NZ_CP009618.1	(1363900, 1363999)	46.0	52
47843	NZ_CP009618.1	(1364000, 1364099)	50.0	43
47844	NZ_CP009618.1	(1364100, 1364199)	50.0	61
47845	NZ_CP009618.1	(1364200, 1364299)	41.0	81
47846	NZ_CP009618.1	(1364300, 1364399)	37.0	69
47847	NZ_CP009618.1	(1364400, 1364499)	43.0	72
47848	NZ_CP009618.1	(1364500, 1364599)	40.0	80
47849	NZ_CP009618.1	(1364600, 1364699)	47.0	110
47850	NZ_CP009618.1	(1364700, 1364799)	51.0	62
47851	NZ_CP009618.1	(1364800, 1364899)	43.0	77
47852	NZ_CP009618.1	(1364900, 1364999)	46.0	86
47853	NZ_CP009618.1	(1365000, 1365099)	48.0	69
47854	NZ_CP009618.1	(1365100, 1365199)	47.0	56
47855	NZ_CP009618.1	(1365200, 1365299)	47.0	59
47856	NZ_CP009618.1	(1365300, 1365399)	47.0	61
47857	NZ_CP009618.1	(1365400, 1365499)	48.0	56
47858	NZ_CP009618.1	(1365500, 1365599)	48.0	68
47859	NZ_CP009618.1	(1365600, 1365699)	42.0	70
47860	NZ_CP009618.1	(1365700, 1365799)	50.0	61
47861	NZ_CP009618.1	(1365800, 1365899)	47.0	44
47862	NZ_CP009618.1	(1365900, 1365999)	41.0	64
47863	NZ_CP009618.1	(1366000, 1366099)	50.0	64
47864	NZ_CP009618.1	(1366100, 1366199)	43.0	72
47865	NZ_CP009618.1	(1366200, 1366299)	43.0	73
47866	NZ_CP009618.1	(1366300, 1366399)	46.0	72
47867	NZ_CP009618.1	(1366400, 1366499)	48.0	61
47868	NZ_CP009618.1	(1366500, 1366599)	43.0	70
47869	NZ_CP009618.1	(1366600, 1366699)	41.0	78
47870	NZ_CP009618.1	(1366700, 1366799)	43.0	75
47871	NZ_CP009618.1	(1366800, 1366899)	39.0	63
47872	NZ_CP009618.1	(1366900, 1366999)	45.0	84
47873	NZ_CP009618.1	(1367000, 1367099)	47.0	70
47874	NZ_CP009618.1	(1367100, 1367199)	41.0	91
47875	NZ_CP009618.1	(1367200, 1367299)	45.0	83
47876	NZ_CP009618.1	(1367300, 1367399)	48.0	82
47877	NZ_CP009618.1	(1367400, 1367499)	37.0	84
47878	NZ_CP009618.1	(1367500, 1367599)	34.0	65
47879	NZ_CP009618.1	(1367600, 1367699)	33.0	83
47880	NZ_CP009618.1	(1367700, 1367799)	37.0	66
47881	NZ_CP009618.1	(1367800, 1367899)	38.0	90
