REFID,window,GC,hits
NZ_CP009618.1,"(971000, 971099)",57.0,42
NZ_CP009618.1,"(971100, 971199)",59.0,52
NZ_CP009618.1,"(971200, 971299)",56.0,50
NZ_CP009618.1,"(971300, 971399)",52.0,44
NZ_CP009618.1,"(971400, 971499)",57.0,47
NZ_CP009618.1,"(971500, 971599)",56.0,54
NZ_CP009618.1,"(971600, 971699)",52.0,40
NZ_CP009618.1,"(971700, 971799)",53.0,44
NZ_CP009618.1,"(971800, 971899)",56.0,37
NZ_CP009618.1,"(971900, 971999)",57.0,42
NZ_CP009618.1,"(972000, 972099)",56.0,48
NZ_CP009618.1,"(972100, 972199)",63.0,46
NZ_CP009618.1,"(972200, 972299)",55.0,41
NZ_CP009618.1,"(972300, 972399)",58.0,56
NZ_CP009618.1,"(972400, 972499)",60.0,58
NZ_CP009618.1,"(972500, 972599)",58.0,45
NZ_CP009618.1,"(972600, 972699)",55.0,57
NZ_CP009618.1,"(972700, 972799)",57.0,57
NZ_CP009618.1,"(972800, 972899)",58.0,0
NZ_CP009618.1,"(972900, 972999)",55.0,0
NZ_CP009618.1,"(973000, 973099)",57.0,0
NZ_CP009618.1,"(973100, 973199)",52.0,0
NZ_CP009618.1,"(973200, 973299)",53.0,0
NZ_CP009618.1,"(973300, 973399)",51.0,0
NZ_CP009618.1,"(973400, 973499)",57.0,0
NZ_CP009618.1,"(973500, 973599)",53.0,0
NZ_CP009618.1,"(973600, 973699)",54.0,0
NZ_CP009618.1,"(973700, 973799)",46.0,0
NZ_CP009618.1,"(973800, 973899)",53.0,0
NZ_CP009618.1,"(973900, 973999)",58.0,0
NZ_CP009618.1,"(974000, 974099)",53.0,0
NZ_CP009618.1,"(974100, 974199)",53.0,0
NZ_CP009618.1,"(974200, 974299)",57.0,0
NZ_CP009618.1,"(974300, 974399)",56.0,0
NZ_CP009618.1,"(974400, 974499)",52.0,0
NZ_CP009618.1,"(974500, 974599)",51.0,0
NZ_CP009618.1,"(974600, 974699)",56.0,0
NZ_CP009618.1,"(974700, 974799)",57.0,0
NZ_CP009618.1,"(974800, 974899)",51.0,0
NZ_CP009618.1,"(974900, 974999)",58.0,0
NZ_CP009618.1,"(975000, 975099)",48.0,0
NZ_CP009618.1,"(975100, 975199)",55.0,0
NZ_CP009618.1,"(975200, 975299)",53.0,0
NZ_CP009618.1,"(975300, 975399)",44.0,55
NZ_CP009618.1,"(975400, 975499)",44.0,86
NZ_CP009618.1,"(975500, 975599)",58.0,71
NZ_CP009618.1,"(975600, 975699)",51.0,80
NZ_CP009618.1,"(975700, 975799)",49.0,82
NZ_CP009618.1,"(975800, 975899)",45.0,3
NZ_CP009618.1,"(975900, 975999)",30.0,0
NZ_CP009618.1,"(976000, 976099)",37.0,0
NZ_CP009618.1,"(976100, 976199)",43.0,0
NZ_CP009618.1,"(976200, 976299)",38.0,0
NZ_CP009618.1,"(976300, 976399)",38.0,0
NZ_CP009618.1,"(976400, 976499)",37.0,118
NZ_CP009618.1,"(976500, 976599)",45.0,90
NZ_CP009618.1,"(976600, 976699)",45.0,120
NZ_CP009618.1,"(976700, 976799)",33.0,108
NZ_CP009618.1,"(976800, 976899)",29.0,90
NZ_CP009618.1,"(976900, 976999)",34.0,33
NZ_CP009618.1,"(977000, 977099)",36.0,127
NZ_CP009618.1,"(977100, 977199)",39.0,113
NZ_CP009618.1,"(977200, 977299)",37.0,88
NZ_CP009618.1,"(977300, 977399)",39.0,78
NZ_CP009618.1,"(977400, 977499)",36.0,90
NZ_CP009618.1,"(977500, 977599)",40.0,72
NZ_CP009618.1,"(977600, 977699)",40.0,90
NZ_CP009618.1,"(977700, 977799)",42.0,82
NZ_CP009618.1,"(977800, 977899)",42.0,81
NZ_CP009618.1,"(977900, 977999)",49.0,70
NZ_CP009618.1,"(978000, 978099)",41.0,91
NZ_CP009618.1,"(978100, 978199)",38.0,21
NZ_CP009618.1,"(978200, 978299)",33.0,76
NZ_CP009618.1,"(978300, 978399)",38.0,0
NZ_CP009618.1,"(978400, 978499)",37.0,0
NZ_CP009618.1,"(978500, 978599)",31.0,0
NZ_CP009618.1,"(978600, 978699)",36.0,136
NZ_CP009618.1,"(978700, 978799)",44.0,69
NZ_CP009618.1,"(978800, 978899)",41.0,87
NZ_CP009618.1,"(978900, 978999)",36.0,81
NZ_CP009618.1,"(979000, 979099)",44.0,69
NZ_CP009618.1,"(979100, 979199)",44.0,67
NZ_CP009618.1,"(979200, 979299)",45.0,66
NZ_CP009618.1,"(979300, 979399)",45.0,69
NZ_CP009618.1,"(979400, 979499)",45.0,49
NZ_CP009618.1,"(979500, 979599)",45.0,41
NZ_CP009618.1,"(979600, 979699)",45.0,31
NZ_CP009618.1,"(979700, 979799)",44.0,38
NZ_CP009618.1,"(979800, 979899)",41.0,40
NZ_CP009618.1,"(979900, 979999)",45.0,37
NZ_CP009618.1,"(980000, 980099)",52.0,64
NZ_CP009618.1,"(980100, 980199)",32.0,86
NZ_CP009618.1,"(980200, 980299)",36.0,63
NZ_CP009618.1,"(980300, 980399)",47.0,60
NZ_CP009618.1,"(980400, 980499)",43.0,68
NZ_CP009618.1,"(980500, 980599)",46.0,58
NZ_CP009618.1,"(980600, 980699)",39.0,88
NZ_CP009618.1,"(980700, 980799)",44.0,69
NZ_CP009618.1,"(980800, 980899)",48.0,59
NZ_CP009618.1,"(980900, 980999)",47.0,65
NZ_CP009618.1,"(981000, 981099)",45.0,72
NZ_CP009618.1,"(981100, 981199)",48.0,80
NZ_CP009618.1,"(981200, 981299)",45.0,103
NZ_CP009618.1,"(981300, 981399)",43.0,93
NZ_CP009618.1,"(981400, 981499)",54.0,80
NZ_CP009618.1,"(981500, 981599)",47.0,80
NZ_CP009618.1,"(981600, 981699)",42.0,95
NZ_CP009618.1,"(981700, 981799)",44.0,73
NZ_CP009618.1,"(981800, 981899)",40.0,93
NZ_CP009618.1,"(981900, 981999)",42.0,101
NZ_CP009618.1,"(982000, 982099)",40.0,102
NZ_CP009618.1,"(982100, 982199)",48.0,81
NZ_CP009618.1,"(982200, 982299)",45.0,81
NZ_CP009618.1,"(982300, 982399)",44.0,71
NZ_CP009618.1,"(982400, 982499)",49.0,82
NZ_CP009618.1,"(982500, 982599)",40.0,79
NZ_CP009618.1,"(982600, 982699)",47.0,84
NZ_CP009618.1,"(982700, 982799)",47.0,86
NZ_CP009618.1,"(982800, 982899)",49.0,88
NZ_CP009618.1,"(982900, 982999)",45.0,95
NZ_CP009618.1,"(983000, 983099)",40.0,81
NZ_CP009618.1,"(983100, 983199)",38.0,71
NZ_CP009618.1,"(983200, 983299)",28.0,91
NZ_CP009618.1,"(983300, 983399)",42.0,85
NZ_CP009618.1,"(983400, 983499)",41.0,55
NZ_CP009618.1,"(983500, 983599)",50.0,73
NZ_CP009618.1,"(983600, 983699)",49.0,62
NZ_CP009618.1,"(983700, 983799)",51.0,57
NZ_CP009618.1,"(983800, 983899)",49.0,65
NZ_CP009618.1,"(983900, 983999)",47.0,64
NZ_CP009618.1,"(984000, 984099)",50.0,80
NZ_CP009618.1,"(984100, 984199)",44.0,73
NZ_CP009618.1,"(984200, 984299)",44.0,77
NZ_CP009618.1,"(984300, 984399)",51.0,56
NZ_CP009618.1,"(984400, 984499)",45.0,67
NZ_CP009618.1,"(984500, 984599)",50.0,80
NZ_CP009618.1,"(984600, 984699)",37.0,88
NZ_CP009618.1,"(984700, 984799)",36.0,69
NZ_CP009618.1,"(984800, 984899)",48.0,71
NZ_CP009618.1,"(984900, 984999)",49.0,70
NZ_CP009618.1,"(985000, 985099)",47.0,89
NZ_CP009618.1,"(985100, 985199)",47.0,78
NZ_CP009618.1,"(985200, 985299)",36.0,64
NZ_CP009618.1,"(985300, 985399)",49.0,64
NZ_CP009618.1,"(985400, 985499)",51.0,71
NZ_CP009618.1,"(985500, 985599)",47.0,67
NZ_CP009618.1,"(985600, 985699)",45.0,38
NZ_CP009618.1,"(985700, 985799)",60.0,53
NZ_CP009618.1,"(985800, 985899)",50.0,77
NZ_CP009618.1,"(985900, 985999)",44.0,74
NZ_CP009618.1,"(986000, 986099)",44.0,74
NZ_CP009618.1,"(986100, 986199)",40.0,106
NZ_CP009618.1,"(986200, 986299)",44.0,92
NZ_CP009618.1,"(986300, 986399)",31.0,108
NZ_CP009618.1,"(986400, 986499)",31.0,144
NZ_CP009618.1,"(986500, 986599)",35.0,88
NZ_CP009618.1,"(986600, 986699)",40.0,102
NZ_CP009618.1,"(986700, 986799)",47.0,97
NZ_CP009618.1,"(986800, 986899)",39.0,112
NZ_CP009618.1,"(986900, 986999)",42.0,101
NZ_CP009618.1,"(987000, 987099)",44.0,88
NZ_CP009618.1,"(987100, 987199)",46.0,108
NZ_CP009618.1,"(987200, 987299)",27.0,124
NZ_CP009618.1,"(987300, 987399)",29.0,105
NZ_CP009618.1,"(987400, 987499)",37.0,100
NZ_CP009618.1,"(987500, 987599)",36.0,103
NZ_CP009618.1,"(987600, 987699)",41.0,72
NZ_CP009618.1,"(987700, 987799)",45.0,104
NZ_CP009618.1,"(987800, 987899)",37.0,82
NZ_CP009618.1,"(987900, 987999)",44.0,66
NZ_CP009618.1,"(988000, 988099)",41.0,68
NZ_CP009618.1,"(988100, 988199)",43.0,71
NZ_CP009618.1,"(988200, 988299)",38.0,72
NZ_CP009618.1,"(988300, 988399)",49.0,56
NZ_CP009618.1,"(988400, 988499)",46.0,65
NZ_CP009618.1,"(988500, 988599)",38.0,79
NZ_CP009618.1,"(988600, 988699)",46.0,74
NZ_CP009618.1,"(988700, 988799)",43.0,69
NZ_CP009618.1,"(988800, 988899)",49.0,68
NZ_CP009618.1,"(988900, 988999)",48.0,57
NZ_CP009618.1,"(989000, 989099)",44.0,69
NZ_CP009618.1,"(989100, 989199)",37.0,73
NZ_CP009618.1,"(989200, 989299)",39.0,87
NZ_CP009618.1,"(989300, 989399)",42.0,90
NZ_CP009618.1,"(989400, 989499)",42.0,67
NZ_CP009618.1,"(989500, 989599)",41.0,89
NZ_CP009618.1,"(989600, 989699)",45.0,84
NZ_CP009618.1,"(989700, 989799)",36.0,103
NZ_CP009618.1,"(989800, 989899)",36.0,102
NZ_CP009618.1,"(989900, 989999)",44.0,90
NZ_CP009618.1,"(990000, 990099)",43.0,80
NZ_CP009618.1,"(990100, 990199)",43.0,99
NZ_CP009618.1,"(990200, 990299)",38.0,73
NZ_CP009618.1,"(990300, 990399)",44.0,90
NZ_CP009618.1,"(990400, 990499)",49.0,78
NZ_CP009618.1,"(990500, 990599)",41.0,90
NZ_CP009618.1,"(990600, 990699)",45.0,70
NZ_CP009618.1,"(990700, 990799)",45.0,83
NZ_CP009618.1,"(990800, 990899)",39.0,71
NZ_CP009618.1,"(990900, 990999)",42.0,60
NZ_CP009618.1,"(991000, 991099)",45.0,58
NZ_CP009618.1,"(991100, 991199)",44.0,58
NZ_CP009618.1,"(991200, 991299)",40.0,63
NZ_CP009618.1,"(991300, 991399)",45.0,71
NZ_CP009618.1,"(991400, 991499)",43.0,63
NZ_CP009618.1,"(991500, 991599)",45.0,72
NZ_CP009618.1,"(991600, 991699)",53.0,50
NZ_CP009618.1,"(991700, 991799)",46.0,71
NZ_CP009618.1,"(991800, 991899)",46.0,72
NZ_CP009618.1,"(991900, 991999)",44.0,78
NZ_CP009618.1,"(992000, 992099)",43.0,78
NZ_CP009618.1,"(992100, 992199)",37.0,66
NZ_CP009618.1,"(992200, 992299)",41.0,83
NZ_CP009618.1,"(992300, 992399)",49.0,92
NZ_CP009618.1,"(992400, 992499)",54.0,92
NZ_CP009618.1,"(992500, 992599)",45.0,78
NZ_CP009618.1,"(992600, 992699)",41.0,62
NZ_CP009618.1,"(992700, 992799)",43.0,70
NZ_CP009618.1,"(992800, 992899)",37.0,90
NZ_CP009618.1,"(992900, 992999)",41.0,69
NZ_CP009618.1,"(993000, 993099)",45.0,70
NZ_CP009618.1,"(993100, 993199)",42.0,73
NZ_CP009618.1,"(993200, 993299)",45.0,74
NZ_CP009618.1,"(993300, 993399)",47.0,63
NZ_CP009618.1,"(993400, 993499)",41.0,61
NZ_CP009618.1,"(993500, 993599)",47.0,58
NZ_CP009618.1,"(993600, 993699)",37.0,63
NZ_CP009618.1,"(993700, 993799)",41.0,70
NZ_CP009618.1,"(993800, 993899)",48.0,59
NZ_CP009618.1,"(993900, 993999)",43.0,63
NZ_CP009618.1,"(994000, 994099)",46.0,57
NZ_CP009618.1,"(994100, 994199)",46.0,64
NZ_CP009618.1,"(994200, 994299)",48.0,69
NZ_CP009618.1,"(994300, 994399)",38.0,104
NZ_CP009618.1,"(994400, 994499)",35.0,73
NZ_CP009618.1,"(994500, 994599)",40.0,77
NZ_CP009618.1,"(994600, 994699)",44.0,78
NZ_CP009618.1,"(994700, 994799)",42.0,71
NZ_CP009618.1,"(994800, 994899)",36.0,76
NZ_CP009618.1,"(994900, 994999)",37.0,84
NZ_CP009618.1,"(995000, 995099)",45.0,84
NZ_CP009618.1,"(995100, 995199)",47.0,65
NZ_CP009618.1,"(995200, 995299)",41.0,66
NZ_CP009618.1,"(995300, 995399)",50.0,90
NZ_CP009618.1,"(995400, 995499)",47.0,76
NZ_CP009618.1,"(995500, 995599)",45.0,94
NZ_CP009618.1,"(995600, 995699)",44.0,86
NZ_CP009618.1,"(995700, 995799)",40.0,83
NZ_CP009618.1,"(995800, 995899)",46.0,78
NZ_CP009618.1,"(995900, 995999)",51.0,87
NZ_CP009618.1,"(996000, 996099)",40.0,73
NZ_CP009618.1,"(996100, 996199)",44.0,85
NZ_CP009618.1,"(996200, 996299)",49.0,53
NZ_CP009618.1,"(996300, 996399)",43.0,81
NZ_CP009618.1,"(996400, 996499)",45.0,83
NZ_CP009618.1,"(996500, 996599)",32.0,111
NZ_CP009618.1,"(996600, 996699)",28.0,78
NZ_CP009618.1,"(996700, 996799)",35.0,91
NZ_CP009618.1,"(996800, 996899)",43.0,61
NZ_CP009618.1,"(996900, 996999)",48.0,55
NZ_CP009618.1,"(997000, 997099)",49.0,80
NZ_CP009618.1,"(997100, 997199)",38.0,82
NZ_CP009618.1,"(997200, 997299)",48.0,56
NZ_CP009618.1,"(997300, 997399)",52.0,73
NZ_CP009618.1,"(997400, 997499)",44.0,69
NZ_CP009618.1,"(997500, 997599)",43.0,93
NZ_CP009618.1,"(997600, 997699)",43.0,80
NZ_CP009618.1,"(997700, 997799)",44.0,68
NZ_CP009618.1,"(997800, 997899)",49.0,95
NZ_CP009618.1,"(997900, 997999)",46.0,72
NZ_CP009618.1,"(998000, 998099)",49.0,72
NZ_CP009618.1,"(998100, 998199)",45.0,68
NZ_CP009618.1,"(998200, 998299)",46.0,103
NZ_CP009618.1,"(998300, 998399)",47.0,53
NZ_CP009618.1,"(998400, 998499)",45.0,52
NZ_CP009618.1,"(998500, 998599)",44.0,78
NZ_CP009618.1,"(998600, 998699)",56.0,81
NZ_CP009618.1,"(998700, 998799)",52.0,87
NZ_CP009618.1,"(998800, 998899)",42.0,92
NZ_CP009618.1,"(998900, 998999)",45.0,82
NZ_CP009618.1,"(999000, 999099)",46.0,79
NZ_CP009618.1,"(999100, 999199)",47.0,84
NZ_CP009618.1,"(999200, 999299)",44.0,59
NZ_CP009618.1,"(999300, 999399)",51.0,60
NZ_CP009618.1,"(999400, 999499)",49.0,67
NZ_CP009618.1,"(999500, 999599)",47.0,60
NZ_CP009618.1,"(999600, 999699)",44.0,61
NZ_CP009618.1,"(999700, 999799)",48.0,57
NZ_CP009618.1,"(999800, 999899)",55.0,72
NZ_CP009618.1,"(999900, 999999)",49.0,59
NZ_CP009618.1,"(1000000, 1000099)",45.0,65
NZ_CP009618.1,"(1000100, 1000199)",48.0,74
NZ_CP009618.1,"(1000200, 1000299)",57.0,55
NZ_CP009618.1,"(1000300, 1000399)",47.0,79
NZ_CP009618.1,"(1000400, 1000499)",51.0,69
NZ_CP009618.1,"(1000500, 1000599)",40.0,63
NZ_CP009618.1,"(1000600, 1000699)",49.0,77
NZ_CP009618.1,"(1000700, 1000799)",36.0,72
NZ_CP009618.1,"(1000800, 1000899)",32.0,69
NZ_CP009618.1,"(1000900, 1000999)",45.0,79
NZ_CP009618.1,"(1001000, 1001099)",37.0,76
NZ_CP009618.1,"(1001100, 1001199)",51.0,68
NZ_CP009618.1,"(1001200, 1001299)",42.0,57
NZ_CP009618.1,"(1001300, 1001399)",42.0,76
NZ_CP009618.1,"(1001400, 1001499)",40.0,55
NZ_CP009618.1,"(1001500, 1001599)",36.0,75
NZ_CP009618.1,"(1001600, 1001699)",37.0,74
NZ_CP009618.1,"(1001700, 1001799)",47.0,69
NZ_CP009618.1,"(1001800, 1001899)",39.0,80
NZ_CP009618.1,"(1001900, 1001999)",45.0,78
NZ_CP009618.1,"(1002000, 1002099)",35.0,75
NZ_CP009618.1,"(1002100, 1002199)",47.0,59
NZ_CP009618.1,"(1002200, 1002299)",42.0,75
NZ_CP009618.1,"(1002300, 1002399)",40.0,72
NZ_CP009618.1,"(1002400, 1002499)",39.0,60
NZ_CP009618.1,"(1002500, 1002599)",52.0,44
NZ_CP009618.1,"(1002600, 1002699)",46.0,52
NZ_CP009618.1,"(1002700, 1002799)",40.0,59
NZ_CP009618.1,"(1002800, 1002899)",39.0,64
NZ_CP009618.1,"(1002900, 1002999)",50.0,65
NZ_CP009618.1,"(1003000, 1003099)",44.0,66
NZ_CP009618.1,"(1003100, 1003199)",47.0,70
NZ_CP009618.1,"(1003200, 1003299)",45.0,82
NZ_CP009618.1,"(1003300, 1003399)",45.0,81
NZ_CP009618.1,"(1003400, 1003499)",43.0,86
NZ_CP009618.1,"(1003500, 1003599)",44.0,89
NZ_CP009618.1,"(1003600, 1003699)",39.0,69
NZ_CP009618.1,"(1003700, 1003799)",44.0,85
NZ_CP009618.1,"(1003800, 1003899)",45.0,82
NZ_CP009618.1,"(1003900, 1003999)",44.0,100
NZ_CP009618.1,"(1004000, 1004099)",37.0,93
NZ_CP009618.1,"(1004100, 1004199)",35.0,100
NZ_CP009618.1,"(1004200, 1004299)",32.0,94
NZ_CP009618.1,"(1004300, 1004399)",38.0,75
NZ_CP009618.1,"(1004400, 1004499)",37.0,93
NZ_CP009618.1,"(1004500, 1004599)",46.0,73
NZ_CP009618.1,"(1004600, 1004699)",44.0,69
NZ_CP009618.1,"(1004700, 1004799)",46.0,54
NZ_CP009618.1,"(1004800, 1004899)",42.0,62
NZ_CP009618.1,"(1004900, 1004999)",47.0,59
NZ_CP009618.1,"(1005000, 1005099)",44.0,59
NZ_CP009618.1,"(1005100, 1005199)",46.0,64
NZ_CP009618.1,"(1005200, 1005299)",33.0,65
NZ_CP009618.1,"(1005300, 1005399)",43.0,80
NZ_CP009618.1,"(1005400, 1005499)",40.0,50
NZ_CP009618.1,"(1005500, 1005599)",46.0,62
NZ_CP009618.1,"(1005600, 1005699)",44.0,67
NZ_CP009618.1,"(1005700, 1005799)",53.0,56
NZ_CP009618.1,"(1005800, 1005899)",46.0,49
NZ_CP009618.1,"(1005900, 1005999)",44.0,55
NZ_CP009618.1,"(1006000, 1006099)",47.0,59
NZ_CP009618.1,"(1006100, 1006199)",58.0,64
NZ_CP009618.1,"(1006200, 1006299)",53.0,63
NZ_CP009618.1,"(1006300, 1006399)",41.0,72
NZ_CP009618.1,"(1006400, 1006499)",43.0,62
NZ_CP009618.1,"(1006500, 1006599)",40.0,65
NZ_CP009618.1,"(1006600, 1006699)",47.0,64
NZ_CP009618.1,"(1006700, 1006799)",39.0,79
NZ_CP009618.1,"(1006800, 1006899)",41.0,77
NZ_CP009618.1,"(1006900, 1006999)",39.0,54
NZ_CP009618.1,"(1007000, 1007099)",50.0,63
NZ_CP009618.1,"(1007100, 1007199)",43.0,80
NZ_CP009618.1,"(1007200, 1007299)",38.0,79
NZ_CP009618.1,"(1007300, 1007399)",43.0,80
NZ_CP009618.1,"(1007400, 1007499)",44.0,71
NZ_CP009618.1,"(1007500, 1007599)",41.0,85
NZ_CP009618.1,"(1007600, 1007699)",48.0,77
NZ_CP009618.1,"(1007700, 1007799)",41.0,71
NZ_CP009618.1,"(1007800, 1007899)",38.0,88
NZ_CP009618.1,"(1007900, 1007999)",47.0,69
NZ_CP009618.1,"(1008000, 1008099)",35.0,74
NZ_CP009618.1,"(1008100, 1008199)",44.0,76
NZ_CP009618.1,"(1008200, 1008299)",44.0,88
NZ_CP009618.1,"(1008300, 1008399)",38.0,76
NZ_CP009618.1,"(1008400, 1008499)",46.0,69
NZ_CP009618.1,"(1008500, 1008599)",42.0,61
NZ_CP009618.1,"(1008600, 1008699)",53.0,59
NZ_CP009618.1,"(1008700, 1008799)",46.0,75
NZ_CP009618.1,"(1008800, 1008899)",43.0,75
NZ_CP009618.1,"(1008900, 1008999)",39.0,73
NZ_CP009618.1,"(1009000, 1009099)",45.0,70
NZ_CP009618.1,"(1009100, 1009199)",44.0,63
NZ_CP009618.1,"(1009200, 1009299)",55.0,58
NZ_CP009618.1,"(1009300, 1009399)",41.0,69
NZ_CP009618.1,"(1009400, 1009499)",45.0,86
NZ_CP009618.1,"(1009500, 1009599)",42.0,71
NZ_CP009618.1,"(1009600, 1009699)",45.0,58
NZ_CP009618.1,"(1009700, 1009799)",43.0,71
NZ_CP009618.1,"(1009800, 1009899)",42.0,74
NZ_CP009618.1,"(1009900, 1009999)",43.0,86
NZ_CP009618.1,"(1010000, 1010099)",40.0,76
NZ_CP009618.1,"(1010100, 1010199)",41.0,71
NZ_CP009618.1,"(1010200, 1010299)",47.0,80
NZ_CP009618.1,"(1010300, 1010399)",38.0,84
NZ_CP009618.1,"(1010400, 1010499)",43.0,72
NZ_CP009618.1,"(1010500, 1010599)",49.0,70
NZ_CP009618.1,"(1010600, 1010699)",41.0,59
NZ_CP009618.1,"(1010700, 1010799)",38.0,56
NZ_CP009618.1,"(1010800, 1010899)",48.0,48
NZ_CP009618.1,"(1010900, 1010999)",43.0,61
NZ_CP009618.1,"(1011000, 1011099)",46.0,57
NZ_CP009618.1,"(1011100, 1011199)",43.0,47
NZ_CP009618.1,"(1011200, 1011299)",47.0,54
NZ_CP009618.1,"(1011300, 1011399)",43.0,58
NZ_CP009618.1,"(1011400, 1011499)",42.0,65
NZ_CP009618.1,"(1011500, 1011599)",46.0,64
NZ_CP009618.1,"(1011600, 1011699)",44.0,66
NZ_CP009618.1,"(1011700, 1011799)",35.0,72
NZ_CP009618.1,"(1011800, 1011899)",48.0,71
NZ_CP009618.1,"(1011900, 1011999)",50.0,62
NZ_CP009618.1,"(1012000, 1012099)",46.0,72
NZ_CP009618.1,"(1012100, 1012199)",47.0,93
NZ_CP009618.1,"(1012200, 1012299)",38.0,94
NZ_CP009618.1,"(1012300, 1012399)",28.0,117
NZ_CP009618.1,"(1012400, 1012499)",28.0,96
NZ_CP009618.1,"(1012500, 1012599)",29.0,115
NZ_CP009618.1,"(1012600, 1012699)",28.0,112
NZ_CP009618.1,"(1012700, 1012799)",32.0,99
NZ_CP009618.1,"(1012800, 1012899)",46.0,96
NZ_CP009618.1,"(1012900, 1012999)",37.0,83
NZ_CP009618.1,"(1013000, 1013099)",40.0,81
NZ_CP009618.1,"(1013100, 1013199)",49.0,73
NZ_CP009618.1,"(1013200, 1013299)",40.0,91
NZ_CP009618.1,"(1013300, 1013399)",51.0,75
NZ_CP009618.1,"(1013400, 1013499)",35.0,88
NZ_CP009618.1,"(1013500, 1013599)",38.0,77
NZ_CP009618.1,"(1013600, 1013699)",35.0,74
NZ_CP009618.1,"(1013700, 1013799)",45.0,74
NZ_CP009618.1,"(1013800, 1013899)",44.0,77
NZ_CP009618.1,"(1013900, 1013999)",44.0,86
NZ_CP009618.1,"(1014000, 1014099)",35.0,104
NZ_CP009618.1,"(1014100, 1014199)",37.0,89
NZ_CP009618.1,"(1014200, 1014299)",30.0,107
NZ_CP009618.1,"(1014300, 1014399)",21.0,105
NZ_CP009618.1,"(1014400, 1014499)",32.0,97
NZ_CP009618.1,"(1014500, 1014599)",34.0,76
NZ_CP009618.1,"(1014600, 1014699)",41.0,75
NZ_CP009618.1,"(1014700, 1014799)",42.0,67
NZ_CP009618.1,"(1014800, 1014899)",43.0,71
NZ_CP009618.1,"(1014900, 1014999)",50.0,73
NZ_CP009618.1,"(1015000, 1015099)",43.0,67
NZ_CP009618.1,"(1015100, 1015199)",46.0,69
NZ_CP009618.1,"(1015200, 1015299)",45.0,54
NZ_CP009618.1,"(1015300, 1015399)",44.0,69
NZ_CP009618.1,"(1015400, 1015499)",43.0,45
NZ_CP009618.1,"(1015500, 1015599)",43.0,57
NZ_CP009618.1,"(1015600, 1015699)",46.0,66
NZ_CP009618.1,"(1015700, 1015799)",48.0,60
NZ_CP009618.1,"(1015800, 1015899)",45.0,51
NZ_CP009618.1,"(1015900, 1015999)",42.0,68
NZ_CP009618.1,"(1016000, 1016099)",40.0,60
NZ_CP009618.1,"(1016100, 1016199)",45.0,61
NZ_CP009618.1,"(1016200, 1016299)",42.0,70
NZ_CP009618.1,"(1016300, 1016399)",50.0,65
NZ_CP009618.1,"(1016400, 1016499)",45.0,59
NZ_CP009618.1,"(1016500, 1016599)",39.0,68
NZ_CP009618.1,"(1016600, 1016699)",40.0,51
NZ_CP009618.1,"(1016700, 1016799)",39.0,75
NZ_CP009618.1,"(1016800, 1016899)",38.0,63
NZ_CP009618.1,"(1016900, 1016999)",42.0,73
NZ_CP009618.1,"(1017000, 1017099)",36.0,79
NZ_CP009618.1,"(1017100, 1017199)",49.0,81
NZ_CP009618.1,"(1017200, 1017299)",44.0,73
NZ_CP009618.1,"(1017300, 1017399)",44.0,75
NZ_CP009618.1,"(1017400, 1017499)",42.0,76
NZ_CP009618.1,"(1017500, 1017599)",45.0,89
NZ_CP009618.1,"(1017600, 1017699)",41.0,84
NZ_CP009618.1,"(1017700, 1017799)",36.0,86
NZ_CP009618.1,"(1017800, 1017899)",35.0,100
NZ_CP009618.1,"(1017900, 1017999)",44.0,79
NZ_CP009618.1,"(1018000, 1018099)",35.0,87
NZ_CP009618.1,"(1018100, 1018199)",38.0,108
NZ_CP009618.1,"(1018200, 1018299)",46.0,74
NZ_CP009618.1,"(1018300, 1018399)",33.0,79
NZ_CP009618.1,"(1018400, 1018499)",45.0,74
NZ_CP009618.1,"(1018500, 1018599)",47.0,70
NZ_CP009618.1,"(1018600, 1018699)",44.0,91
NZ_CP009618.1,"(1018700, 1018799)",39.0,86
NZ_CP009618.1,"(1018800, 1018899)",31.0,67
NZ_CP009618.1,"(1018900, 1018999)",38.0,88
NZ_CP009618.1,"(1019000, 1019099)",38.0,81
NZ_CP009618.1,"(1019100, 1019199)",40.0,71
NZ_CP009618.1,"(1019200, 1019299)",40.0,102
NZ_CP009618.1,"(1019300, 1019399)",39.0,83
NZ_CP009618.1,"(1019400, 1019499)",38.0,101
NZ_CP009618.1,"(1019500, 1019599)",39.0,91
NZ_CP009618.1,"(1019600, 1019699)",40.0,90
NZ_CP009618.1,"(1019700, 1019799)",43.0,90
NZ_CP009618.1,"(1019800, 1019899)",49.0,94
NZ_CP009618.1,"(1019900, 1019999)",31.0,97
NZ_CP009618.1,"(1020000, 1020099)",44.0,75
NZ_CP009618.1,"(1020100, 1020199)",35.0,90
NZ_CP009618.1,"(1020200, 1020299)",44.0,68
NZ_CP009618.1,"(1020300, 1020399)",45.0,65
NZ_CP009618.1,"(1020400, 1020499)",42.0,64
NZ_CP009618.1,"(1020500, 1020599)",40.0,65
NZ_CP009618.1,"(1020600, 1020699)",45.0,87
NZ_CP009618.1,"(1020700, 1020799)",41.0,72
NZ_CP009618.1,"(1020800, 1020899)",47.0,67
NZ_CP009618.1,"(1020900, 1020999)",40.0,82
NZ_CP009618.1,"(1021000, 1021099)",49.0,87
NZ_CP009618.1,"(1021100, 1021199)",42.0,71
